_url,stage,race,date,points,length,climb_total,profile,startlist_quality,year
vuelta-a-espana/1995/stage-17,stage-17,vuelta-a-espana,1995-09-20,80,179200,3845,2,883,1995
vuelta-a-espana/1995/stage-18,stage-18,vuelta-a-espana,1995-09-21,80,157800,3097,4,883,1995
vuelta-a-espana/1995/stage-19,stage-19,vuelta-a-espana,1995-09-22,80,227700,1955,1,883,1995
vuelta-a-espana/1995/stage-2,stage-2,vuelta-a-espana,1995-09-04,80,223500,2590,3,883,1995
vuelta-a-espana/1995/stage-20,stage-20,vuelta-a-espana,1995-09-23,80,41600,376,2,883,1995
vuelta-a-espana/1995/stage-21,stage-21,vuelta-a-espana,1995-09-24,80,171200,1664,2,883,1995
vuelta-a-espana/1995/stage-3,stage-3,vuelta-a-espana,1995-09-05,80,206000,2722,2,883,1995
vuelta-a-espana/1995/stage-4,stage-4,vuelta-a-espana,1995-09-06,80,82600,2429,2,883,1995
vuelta-a-espana/1995/stage-5,stage-5,vuelta-a-espana,1995-09-07,80,179800,3101,3,883,1995
vuelta-a-espana/1995/stage-6,stage-6,vuelta-a-espana,1995-09-08,80,264000,3390,2,883,1995
vuelta-a-espana/1995/stage-7,stage-7,vuelta-a-espana,1995-09-09,80,41000,207,1,883,1995
vuelta-a-espana/1995/stage-8,stage-8,vuelta-a-espana,1995-09-10,80,219800,3790,2,883,1995
vuelta-a-espana/1995/stage-9,stage-9,vuelta-a-espana,1995-09-11,80,122500,2247,2,883,1995
vuelta-a-espana/1996/stage-1,stage-1,vuelta-a-espana,1996-09-07,80,162000,862,1,988,1996
vuelta-a-espana/1996/stage-10,stage-10,vuelta-a-espana,1996-09-17,80,46500,971,3,988,1996
vuelta-a-espana/1996/stage-11,stage-11,vuelta-a-espana,1996-09-18,80,188000,2018,2,988,1996
vuelta-a-espana/1996/stage-12,stage-12,vuelta-a-espana,1996-09-19,80,191700,1935,2,988,1996
vuelta-a-espana/1996/stage-13,stage-13,vuelta-a-espana,1996-09-20,80,159000,3051,2,988,1996
vuelta-a-espana/1996/stage-14,stage-14,vuelta-a-espana,1996-09-21,80,202600,3067,5,988,1996
vuelta-a-espana/1996/stage-15,stage-15,vuelta-a-espana,1996-09-22,80,220000,4265,4,988,1996
vuelta-a-espana/1996/stage-16,stage-16,vuelta-a-espana,1996-09-23,80,220900,2213,5,988,1996
vuelta-a-espana/1996/stage-17,stage-17,vuelta-a-espana,1996-09-24,80,165700,3535,2,988,1996
vuelta-a-espana/1996/stage-18,stage-18,vuelta-a-espana,1996-09-25,80,219500,1791,4,988,1996
vuelta-a-espana/1996/stage-19,stage-19,vuelta-a-espana,1996-09-26,80,217100,3307,5,988,1996
vuelta-a-espana/1996/stage-2,stage-2,vuelta-a-espana,1996-09-08,80,210000,2390,2,988,1996
vuelta-a-espana/1996/stage-20,stage-20,vuelta-a-espana,1996-09-27,80,209500,4056,3,988,1996
vuelta-a-espana/1996/stage-21,stage-21,vuelta-a-espana,1996-09-28,80,43000,591,3,988,1996
vuelta-a-espana/1996/stage-22,stage-22,vuelta-a-espana,1996-09-29,80,157600,1368,1,988,1996
vuelta-a-espana/1996/stage-3,stage-3,vuelta-a-espana,1996-09-09,80,167000,872,2,988,1996
vuelta-a-espana/1996/stage-4,stage-4,vuelta-a-espana,1996-09-10,80,166500,917,1,988,1996
vuelta-a-espana/1996/stage-5,stage-5,vuelta-a-espana,1996-09-11,80,208000,1247,1,988,1996
vuelta-a-espana/1996/stage-6,stage-6,vuelta-a-espana,1996-09-12,80,196500,2027,3,988,1996
vuelta-a-espana/1996/stage-7,stage-7,vuelta-a-espana,1996-09-13,80,171000,2093,2,988,1996
vuelta-a-espana/1996/stage-8,stage-8,vuelta-a-espana,1996-09-14,80,220000,1842,2,988,1996
vuelta-a-espana/1996/stage-9,stage-9,vuelta-a-espana,1996-09-15,80,203500,1408,5,988,1996
vuelta-a-espana/1997/stage-1,stage-1,vuelta-a-espana,1997-09-06,80,160000,1959,1,1165,1997
vuelta-a-espana/1997/stage-10,stage-10,vuelta-a-espana,1997-09-15,80,235000,1345,1,1165,1997
vuelta-a-espana/1997/stage-11,stage-11,vuelta-a-espana,1997-09-16,80,198000,1501,2,1165,1997
vuelta-a-espana/1997/stage-12,stage-12,vuelta-a-espana,1997-09-18,80,147000,2454,2,1165,1997
vuelta-a-espana/1997/stage-13,stage-13,vuelta-a-espana,1997-09-19,80,196000,3887,3,1165,1997
vuelta-a-espana/1997/stage-14,stage-14,vuelta-a-espana,1997-09-20,80,160000,2677,3,1165,1997
vuelta-a-espana/1997/stage-15,stage-15,vuelta-a-espana,1997-09-21,80,159000,2995,3,1165,1997
vuelta-a-espana/1997/stage-16,stage-16,vuelta-a-espana,1997-09-22,80,169000,2070,2,1165,1997
vuelta-a-espana/1997/stage-17,stage-17,vuelta-a-espana,1997-09-23,80,195000,2083,3,1165,1997
vuelta-a-espana/1997/stage-18,stage-18,vuelta-a-espana,1997-09-24,80,185000,830,1,1165,1997
vuelta-a-espana/1997/stage-19,stage-19,vuelta-a-espana,1997-09-25,80,184000,2538,4,1165,1997
vuelta-a-espana/1997/stage-2,stage-2,vuelta-a-espana,1997-09-07,80,224000,1648,1,1165,1997
vuelta-a-espana/1997/stage-20,stage-20,vuelta-a-espana,1997-09-26,80,190000,2978,2,1165,1997
vuelta-a-espana/1997/stage-21,stage-21,vuelta-a-espana,1997-09-27,80,43000,477,1,1165,1997
vuelta-a-espana/1997/stage-22,stage-22,vuelta-a-espana,1997-09-28,80,154000,1159,1,1165,1997
vuelta-a-espana/1997/stage-3,stage-3,vuelta-a-espana,1997-09-08,80,173000,748,1,1165,1997
vuelta-a-espana/1997/stage-4,stage-4,vuelta-a-espana,1997-09-09,80,193000,1003,1,1165,1997
vuelta-a-espana/1997/stage-5,stage-5,vuelta-a-espana,1997-09-10,80,229000,2771,5,1165,1997
vuelta-a-espana/1997/stage-6,stage-6,vuelta-a-espana,1997-09-11,80,147000,2169,3,1165,1997
vuelta-a-espana/1997/stage-7,stage-7,vuelta-a-espana,1997-09-12,80,219200,5218,5,1165,1997
vuelta-a-espana/1997/stage-8,stage-8,vuelta-a-espana,1997-09-13,80,175000,1863,2,1165,1997
vuelta-a-espana/1997/stage-9,stage-9,vuelta-a-espana,1997-09-14,80,38000,238,1,1165,1997
vuelta-a-espana/1998/stage-1,stage-1,vuelta-a-espana,1998-09-05,80,162000,1117,1,1309,1998
vuelta-a-espana/1998/stage-10,stage-10,vuelta-a-espana,1998-09-15,80,200000,4219,5,1309,1998
vuelta-a-espana/1998/stage-11,stage-11,vuelta-a-espana,1998-09-16,80,186000,3709,4,1309,1998
vuelta-a-espana/1998/stage-12,stage-12,vuelta-a-espana,1998-09-17,80,166000,2221,2,1309,1998
vuelta-a-espana/1998/stage-13,stage-13,vuelta-a-espana,1998-09-18,80,208500,1942,1,1309,1998
vuelta-a-espana/1998/stage-14,stage-14,vuelta-a-espana,1998-09-19,80,145500,731,1,1309,1998
vuelta-a-espana/1998/stage-15,stage-15,vuelta-a-espana,1998-09-20,80,178800,1284,1,1309,1998
vuelta-a-espana/1998/stage-16,stage-16,vuelta-a-espana,1998-09-21,80,143700,2459,2,1309,1998
vuelta-a-espana/1998/stage-17,stage-17,vuelta-a-espana,1998-09-22,80,188500,627,2,1309,1998
vuelta-a-espana/1998/stage-18,stage-18,vuelta-a-espana,1998-09-23,80,223000,751,1,1309,1998
vuelta-a-espana/1998/stage-19,stage-19,vuelta-a-espana,1998-09-24,80,170400,2417,2,1309,1998
vuelta-a-espana/1998/stage-2,stage-2,vuelta-a-espana,1998-09-06,80,235000,686,2,1309,1998
vuelta-a-espana/1998/stage-20,stage-20,vuelta-a-espana,1998-09-25,80,209000,3963,5,1309,1998
vuelta-a-espana/1998/stage-21,stage-21,vuelta-a-espana,1998-09-26,80,39000,116,1,1309,1998
vuelta-a-espana/1998/stage-22,stage-22,vuelta-a-espana,1998-09-27,80,163000,944,1,1309,1998
vuelta-a-espana/1998/stage-3,stage-3,vuelta-a-espana,1998-09-07,80,193000,1084,5,1309,1998
vuelta-a-espana/1998/stage-4,stage-4,vuelta-a-espana,1998-09-08,80,174000,2300,2,1309,1998
vuelta-a-espana/1998/stage-5,stage-5,vuelta-a-espana,1998-09-09,80,166000,662,2,1309,1998
vuelta-a-espana/1998/stage-6,stage-6,vuelta-a-espana,1998-09-10,80,202000,1959,1,1309,1998
vuelta-a-espana/1998/stage-7,stage-7,vuelta-a-espana,1998-09-11,80,186000,1594,2,1309,1998
vuelta-a-espana/1998/stage-8,stage-8,vuelta-a-espana,1998-09-12,80,182000,1954,1,1309,1998
vuelta-a-espana/1998/stage-9,stage-9,vuelta-a-espana,1998-09-13,80,40000,119,1,1309,1998
vuelta-a-espana/1999/prologue,prologue,vuelta-a-espana,1999-09-04,80,6000,63,1,1342,1999
vuelta-a-espana/1999/stage-1,stage-1,vuelta-a-espana,1999-09-05,80,179000,908,1,1342,1999
vuelta-a-espana/1999/stage-10,stage-10,vuelta-a-espana,1999-09-15,80,183200,584,2,1342,1999
vuelta-a-espana/1999/stage-11,stage-11,vuelta-a-espana,1999-09-16,80,201000,3245,5,1342,1999
vuelta-a-espana/1999/stage-12,stage-12,vuelta-a-espana,1999-09-17,80,147000,4730,4,1342,1999
vuelta-a-espana/1999/stage-13,stage-13,vuelta-a-espana,1999-09-18,80,149000,3001,3,1342,1999
vuelta-a-espana/1999/stage-14,stage-14,vuelta-a-espana,1999-09-19,80,94400,1786,1,1342,1999
vuelta-a-espana/1999/stage-15,stage-15,vuelta-a-espana,1999-09-20,80,193400,931,1,1342,1999
vuelta-a-espana/1999/stage-16,stage-16,vuelta-a-espana,1999-09-21,80,200400,2692,1,1342,1999
vuelta-a-espana/1999/stage-17,stage-17,vuelta-a-espana,1999-09-22,80,225000,2309,2,1342,1999
vuelta-a-espana/1999/stage-18,stage-18,vuelta-a-espana,1999-09-23,80,166300,2976,5,1342,1999
vuelta-a-espana/1999/stage-19,stage-19,vuelta-a-espana,1999-09-24,80,184600,2795,4,1342,1999
vuelta-a-espana/1999/stage-2,stage-2,vuelta-a-espana,1999-09-06,80,206000,1735,1,1342,1999
vuelta-a-espana/1999/stage-20,stage-20,vuelta-a-espana,1999-09-25,80,46000,971,3,1342,1999
vuelta-a-espana/1999/stage-21,stage-21,vuelta-a-espana,1999-09-26,80,163000,944,1,1342,1999
vuelta-a-espana/1999/stage-3,stage-3,vuelta-a-espana,1999-09-07,80,222800,755,2,1342,1999
vuelta-a-espana/1999/stage-4,stage-4,vuelta-a-espana,1999-09-08,80,185000,1607,1,1342,1999
vuelta-a-espana/1999/stage-5,stage-5,vuelta-a-espana,1999-09-09,80,160000,2728,4,1342,1999
vuelta-a-espana/1999/stage-6,stage-6,vuelta-a-espana,1999-09-10,80,46400,193,1,1342,1999
vuelta-a-espana/1999/stage-7,stage-7,vuelta-a-espana,1999-09-11,80,217000,564,1,1342,1999
vuelta-a-espana/1999/stage-8,stage-8,vuelta-a-espana,1999-09-12,80,175600,4200,5,1342,1999
vuelta-a-espana/1999/stage-9,stage-9,vuelta-a-espana,1999-09-13,80,185800,2076,1,1342,1999
vuelta-a-espana/2000/stage-1,stage-1,vuelta-a-espana,2000-08-26,80,13300,146,1,981,2000
vuelta-a-espana/2000/stage-10,stage-10,vuelta-a-espana,2000-09-04,80,165800,3321,5,981,2000
vuelta-a-espana/2000/stage-11,stage-11,vuelta-a-espana,2000-09-05,80,136500,3628,5,981,2000
vuelta-a-espana/2000/stage-12,stage-12,vuelta-a-espana,2000-09-07,80,132000,392,1,981,2000
vuelta-a-espana/2000/stage-13,stage-13,vuelta-a-espana,2000-09-09,80,143300,1447,2,981,2000
vuelta-a-espana/2000/stage-14,stage-14,vuelta-a-espana,2000-09-10,80,146500,2412,5,981,2000
vuelta-a-espana/2000/stage-15,stage-15,vuelta-a-espana,2000-09-11,80,164000,2193,2,981,2000
vuelta-a-espana/2000/stage-16,stage-16,vuelta-a-espana,2000-09-12,80,168000,4005,5,981,2000
vuelta-a-espana/2000/stage-17,stage-17,vuelta-a-espana,2000-09-13,80,155500,632,1,981,2000
vuelta-a-espana/2000/stage-18,stage-18,vuelta-a-espana,2000-09-14,80,160000,2713,2,981,2000
vuelta-a-espana/2000/stage-19,stage-19,vuelta-a-espana,2000-09-15,80,130000,919,1,981,2000
vuelta-a-espana/2000/stage-2,stage-2,vuelta-a-espana,2000-08-27,80,167500,1495,2,981,2000
vuelta-a-espana/2000/stage-20,stage-20,vuelta-a-espana,2000-09-16,80,125000,2376,5,981,2000
vuelta-a-espana/2000/stage-21,stage-21,vuelta-a-espana,2000-09-17,80,38000,334,1,981,2000
vuelta-a-espana/2000/stage-3,stage-3,vuelta-a-espana,2000-08-28,80,198000,1495,2,981,2000
vuelta-a-espana/2000/stage-4,stage-4,vuelta-a-espana,2000-08-29,80,159000,596,3,981,2000
vuelta-a-espana/2000/stage-5,stage-5,vuelta-a-espana,2000-08-30,80,152000,1113,1,981,2000
vuelta-a-espana/2000/stage-6,stage-6,vuelta-a-espana,2000-08-31,80,155500,794,1,981,2000
vuelta-a-espana/2000/stage-7,stage-7,vuelta-a-espana,2000-09-01,80,175000,1530,1,981,2000
vuelta-a-espana/2000/stage-8,stage-8,vuelta-a-espana,2000-09-02,80,170000,1269,2,981,2000
vuelta-a-espana/2000/stage-9,stage-9,vuelta-a-espana,2000-09-03,80,38000,167,1,981,2000
vuelta-a-espana/2001/stage-1,stage-1,vuelta-a-espana,2001-09-08,80,12300,95,1,971,2001
vuelta-a-espana/2001/stage-10,stage-10,vuelta-a-espana,2001-09-18,80,168400,3669,5,971,2001
vuelta-a-espana/2001/stage-11,stage-11,vuelta-a-espana,2001-09-19,80,154200,3728,5,971,2001
vuelta-a-espana/2001/stage-12,stage-12,vuelta-a-espana,2001-09-20,80,17100,943,5,971,2001
vuelta-a-espana/2001/stage-13,stage-13,vuelta-a-espana,2001-09-21,80,206000,2050,2,971,2001
vuelta-a-espana/2001/stage-14,stage-14,vuelta-a-espana,2001-09-22,80,170500,1376,1,971,2001
vuelta-a-espana/2001/stage-15,stage-15,vuelta-a-espana,2001-09-23,80,207200,3575,5,971,2001
vuelta-a-espana/2001/stage-16,stage-16,vuelta-a-espana,2001-09-25,80,153300,1118,2,971,2001
vuelta-a-espana/2001/stage-17,stage-17,vuelta-a-espana,2001-09-26,80,159500,1387,1,971,2001
vuelta-a-espana/2001/stage-18,stage-18,vuelta-a-espana,2001-09-27,80,154200,1197,1,971,2001
vuelta-a-espana/2001/stage-19,stage-19,vuelta-a-espana,2001-09-28,80,168000,1874,1,971,2001
vuelta-a-espana/2001/stage-2,stage-2,vuelta-a-espana,2001-09-09,80,147200,673,1,971,2001
vuelta-a-espana/2001/stage-20,stage-20,vuelta-a-espana,2001-09-29,80,176300,2991,5,971,2001
vuelta-a-espana/2001/stage-21,stage-21,vuelta-a-espana,2001-09-30,80,38000,414,1,971,2001
vuelta-a-espana/2001/stage-3,stage-3,vuelta-a-espana,2001-09-10,80,140500,567,1,971,2001
vuelta-a-espana/2001/stage-4,stage-4,vuelta-a-espana,2001-09-11,80,175000,1942,2,971,2001
vuelta-a-espana/2001/stage-5,stage-5,vuelta-a-espana,2001-09-12,80,160800,2946,5,971,2001
vuelta-a-espana/2001/stage-6,stage-6,vuelta-a-espana,2001-09-13,80,180600,2382,2,971,2001
vuelta-a-espana/2001/stage-7,stage-7,vuelta-a-espana,2001-09-14,80,44200,516,2,971,2001
vuelta-a-espana/2001/stage-8,stage-8,vuelta-a-espana,2001-09-15,80,195000,2472,5,971,2001
vuelta-a-espana/2001/stage-9,stage-9,vuelta-a-espana,2001-09-16,80,179200,650,1,971,2001
vuelta-a-espana/2002/stage-10,stage-10,vuelta-a-espana,2002-09-16,80,36500,355,1,1084,2002
vuelta-a-espana/2002/stage-11,stage-11,vuelta-a-espana,2002-09-18,80,166100,2609,4,1084,2002
vuelta-a-espana/2002/stage-12,stage-12,vuelta-a-espana,2002-09-19,80,210500,1204,1,1084,2002
vuelta-a-espana/2002/stage-13,stage-13,vuelta-a-espana,2002-09-20,80,189800,2208,2,1084,2002
vuelta-a-espana/2002/stage-14,stage-14,vuelta-a-espana,2002-09-21,80,190200,2003,2,1084,2002
vuelta-a-espana/2002/stage-15,stage-15,vuelta-a-espana,2002-09-22,80,176700,4541,5,1084,2002
vuelta-a-espana/2002/stage-16,stage-16,vuelta-a-espana,2002-09-23,80,154700,2373,2,1084,2002
vuelta-a-espana/2002/stage-17,stage-17,vuelta-a-espana,2002-09-24,80,145600,833,1,1084,2002
vuelta-a-espana/2002/stage-18,stage-18,vuelta-a-espana,2002-09-25,80,193700,3989,5,1084,2002
vuelta-a-espana/2002/stage-19,stage-19,vuelta-a-espana,2002-09-26,80,177800,3005,2,1084,2002
vuelta-a-espana/2002/stage-2,stage-2,vuelta-a-espana,2002-09-08,80,144700,1892,2,1084,2002
vuelta-a-espana/2002/stage-20,stage-20,vuelta-a-espana,2002-09-27,80,141200,1059,1,1084,2002
vuelta-a-espana/2002/stage-21,stage-21,vuelta-a-espana,2002-09-28,80,41200,373,1,1084,2002
vuelta-a-espana/2002/stage-3,stage-3,vuelta-a-espana,2002-09-09,80,134200,721,1,1084,2002
vuelta-a-espana/2002/stage-4,stage-4,vuelta-a-espana,2002-09-10,80,149500,1254,1,1084,2002
vuelta-a-espana/2002/stage-5,stage-5,vuelta-a-espana,2002-09-11,80,198000,4874,5,1084,2002
vuelta-a-espana/2002/stage-6,stage-6,vuelta-a-espana,2002-09-12,80,153100,2817,5,1084,2002
vuelta-a-espana/2002/stage-7,stage-7,vuelta-a-espana,2002-09-13,80,196800,2014,1,1084,2002
vuelta-a-espana/2002/stage-8,stage-8,vuelta-a-espana,2002-09-14,80,173500,3155,4,1084,2002
vuelta-a-espana/2002/stage-9,stage-9,vuelta-a-espana,2002-09-15,80,130200,1330,2,1084,2002
vuelta-a-espana/2003/stage-10,stage-10,vuelta-a-espana,2003-09-15,80,194000,2237,1,935,2003
vuelta-a-espana/2003/stage-11,stage-11,vuelta-a-espana,2003-09-16,80,162000,1468,1,935,2003
vuelta-a-espana/2003/stage-12,stage-12,vuelta-a-espana,2003-09-17,80,168800,743,1,935,2003
vuelta-a-espana/2003/stage-13,stage-13,vuelta-a-espana,2003-09-18,80,53300,155,1,935,2003
vuelta-a-espana/2003/stage-14,stage-14,vuelta-a-espana,2003-09-19,80,167400,910,1,935,2003
vuelta-a-espana/2003/stage-15,stage-15,vuelta-a-espana,2003-09-20,80,172100,2505,5,935,2003
vuelta-a-espana/2003/stage-16,stage-16,vuelta-a-espana,2003-09-21,80,162000,3368,5,935,2003
vuelta-a-espana/2003/stage-17,stage-17,vuelta-a-espana,2003-09-22,80,188400,1857,2,935,2003
vuelta-a-espana/2003/stage-18,stage-18,vuelta-a-espana,2003-09-23,80,143800,1818,1,935,2003
vuelta-a-espana/2003/stage-19,stage-19,vuelta-a-espana,2003-09-24,80,164000,2579,4,935,2003
vuelta-a-espana/2003/stage-2,stage-2,vuelta-a-espana,2003-09-07,80,148000,2045,4,935,2003
vuelta-a-espana/2003/stage-20,stage-20,vuelta-a-espana,2003-09-25,80,11200,617,5,935,2003
vuelta-a-espana/2003/stage-21,stage-21,vuelta-a-espana,2003-09-26,80,145800,898,1,935,2003
vuelta-a-espana/2003/stage-3,stage-3,vuelta-a-espana,2003-09-08,80,154300,1786,1,935,2003
vuelta-a-espana/2003/stage-4,stage-4,vuelta-a-espana,2003-09-09,80,151000,2287,2,935,2003
vuelta-a-espana/2003/stage-5,stage-5,vuelta-a-espana,2003-09-10,80,166700,835,1,935,2003
vuelta-a-espana/2003/stage-6,stage-6,vuelta-a-espana,2003-09-11,80,43800,305,1,935,2003
vuelta-a-espana/2003/stage-7,stage-7,vuelta-a-espana,2003-09-12,80,190000,4432,5,935,2003
vuelta-a-espana/2003/stage-8,stage-8,vuelta-a-espana,2003-09-13,80,166000,4060,5,935,2003
vuelta-a-espana/2003/stage-9,stage-9,vuelta-a-espana,2003-09-14,80,174800,4201,5,935,2003
vuelta-a-espana/2004/stage-10,stage-10,vuelta-a-espana,2004-09-13,80,174500,2573,4,1177,2004
vuelta-a-espana/2004/stage-11,stage-11,vuelta-a-espana,2004-09-14,50,165000,1170,1,1177,2004
vuelta-a-espana/2004/stage-12,stage-12,vuelta-a-espana,2004-09-16,80,145000,4254,5,1177,2004
vuelta-a-espana/2004/stage-13,stage-13,vuelta-a-espana,2004-09-17,80,172000,1804,1,1177,2004
vuelta-a-espana/2004/stage-14,stage-14,vuelta-a-espana,2004-09-18,80,167000,2835,4,1177,2004
vuelta-a-espana/2004/stage-15,stage-15,vuelta-a-espana,2004-09-19,80,29600,1487,5,1177,2004
vuelta-a-espana/2004/stage-16,stage-16,vuelta-a-espana,2004-09-21,80,190000,732,1,1177,2004
vuelta-a-espana/2004/stage-17,stage-17,vuelta-a-espana,2004-09-22,80,170000,4216,5,1177,2004
vuelta-a-espana/2004/stage-18,stage-18,vuelta-a-espana,2004-09-23,80,196000,3614,4,1177,2004
vuelta-a-espana/2004/stage-19,stage-19,vuelta-a-espana,2004-09-24,80,142000,2608,2,1177,2004
vuelta-a-espana/2004/stage-2,stage-2,vuelta-a-espana,2004-09-05,80,207000,1070,1,1177,2004
vuelta-a-espana/2004/stage-20,stage-20,vuelta-a-espana,2004-09-25,80,178000,3628,5,1177,2004
vuelta-a-espana/2004/stage-21,stage-21,vuelta-a-espana,2004-09-26,80,28200,318,1,1177,2004
vuelta-a-espana/2004/stage-3,stage-3,vuelta-a-espana,2004-09-06,80,157000,1332,3,1177,2004
vuelta-a-espana/2004/stage-4,stage-4,vuelta-a-espana,2004-09-07,80,167000,797,1,1177,2004
vuelta-a-espana/2004/stage-5,stage-5,vuelta-a-espana,2004-09-08,80,186500,2240,3,1177,2004
vuelta-a-espana/2004/stage-6,stage-6,vuelta-a-espana,2004-09-09,80,157000,1931,2,1177,2004
vuelta-a-espana/2004/stage-7,stage-7,vuelta-a-espana,2004-09-10,80,165000,1513,1,1177,2004
vuelta-a-espana/2004/stage-8,stage-8,vuelta-a-espana,2004-09-11,50,40100,72,1,1177,2004
vuelta-a-espana/2004/stage-9,stage-9,vuelta-a-espana,2004-09-12,80,162000,3954,5,1177,2004
vuelta-a-espana/2005/stage-1,stage-1,vuelta-a-espana,2005-08-27,80,7000,162,1,960,2005
vuelta-a-espana/2005/stage-10,stage-10,vuelta-a-espana,2005-09-05,80,206300,4570,5,960,2005
vuelta-a-espana/2005/stage-11,stage-11,vuelta-a-espana,2005-09-06,80,192600,4757,5,960,2005
vuelta-a-espana/2005/stage-12,stage-12,vuelta-a-espana,2005-09-08,80,133000,1680,1,960,2005
vuelta-a-espana/2005/stage-13,stage-13,vuelta-a-espana,2005-09-09,80,196000,2334,5,960,2005
vuelta-a-espana/2005/stage-14,stage-14,vuelta-a-espana,2005-09-10,80,172300,3655,5,960,2005
vuelta-a-espana/2005/stage-15,stage-15,vuelta-a-espana,2005-09-11,80,191000,3940,5,960,2005
vuelta-a-espana/2005/stage-16,stage-16,vuelta-a-espana,2005-09-13,80,162500,732,1,960,2005
vuelta-a-espana/2005/stage-17,stage-17,vuelta-a-espana,2005-09-14,80,165600,2973,4,960,2005
vuelta-a-espana/2005/stage-18,stage-18,vuelta-a-espana,2005-09-15,80,197500,3625,4,960,2005
vuelta-a-espana/2005/stage-19,stage-19,vuelta-a-espana,2005-09-16,80,142900,2287,2,960,2005
vuelta-a-espana/2005/stage-2,stage-2,vuelta-a-espana,2005-08-28,50,189300,2065,2,960,2005
vuelta-a-espana/2005/stage-20,stage-20,vuelta-a-espana,2005-09-17,80,38900,201,1,960,2005
vuelta-a-espana/2005/stage-21,stage-21,vuelta-a-espana,2005-09-18,80,136500,1349,1,960,2005
vuelta-a-espana/2005/stage-3,stage-3,vuelta-a-espana,2005-08-29,80,153300,2029,1,960,2005
vuelta-a-espana/2005/stage-4,stage-4,vuelta-a-espana,2005-08-30,80,232300,1119,1,960,2005
vuelta-a-espana/2005/stage-5,stage-5,vuelta-a-espana,2005-08-31,80,176000,1470,1,960,2005
vuelta-a-espana/2005/stage-6,stage-6,vuelta-a-espana,2005-09-01,80,217000,3559,5,960,2005
vuelta-a-espana/2005/stage-7,stage-7,vuelta-a-espana,2005-09-02,80,212500,2754,1,960,2005
vuelta-a-espana/2005/stage-8,stage-8,vuelta-a-espana,2005-09-03,80,189000,1671,1,960,2005
vuelta-a-espana/2005/stage-9,stage-9,vuelta-a-espana,2005-09-04,80,48000,606,1,960,2005
vuelta-a-espana/2006/stage-10,stage-10,vuelta-a-espana,2006-09-05,80,199300,2355,3,1026,2006
vuelta-a-espana/2006/stage-11,stage-11,vuelta-a-espana,2006-09-06,80,173600,3158,2,1026,2006
vuelta-a-espana/2006/stage-12,stage-12,vuelta-a-espana,2006-09-07,80,169300,1866,1,1026,2006
vuelta-a-espana/2006/stage-13,stage-13,vuelta-a-espana,2006-09-08,80,180000,2541,2,1026,2006
vuelta-a-espana/2006/stage-14,stage-14,vuelta-a-espana,2006-09-09,80,33000,429,1,1026,2006
vuelta-a-espana/2006/stage-15,stage-15,vuelta-a-espana,2006-09-10,80,182000,1571,1,1026,2006
vuelta-a-espana/2006/stage-16,stage-16,vuelta-a-espana,2006-09-12,80,145000,4567,5,1026,2006
vuelta-a-espana/2006/stage-17,stage-17,vuelta-a-espana,2006-09-13,80,167000,3598,4,1026,2006
vuelta-a-espana/2006/stage-18,stage-18,vuelta-a-espana,2006-09-14,80,153000,2987,5,1026,2006
vuelta-a-espana/2006/stage-19,stage-19,vuelta-a-espana,2006-09-15,80,205300,2998,1,1026,2006
vuelta-a-espana/2006/stage-2,stage-2,vuelta-a-espana,2006-08-27,80,167000,2099,1,1026,2006
vuelta-a-espana/2006/stage-20,stage-20,vuelta-a-espana,2006-09-16,80,27500,356,1,1026,2006
vuelta-a-espana/2006/stage-21,stage-21,vuelta-a-espana,2006-09-17,80,142200,1173,1,1026,2006
vuelta-a-espana/2006/stage-3,stage-3,vuelta-a-espana,2006-08-28,80,220000,2570,1,1026,2006
vuelta-a-espana/2006/stage-4,stage-4,vuelta-a-espana,2006-08-29,80,142000,1005,1,1026,2006
vuelta-a-espana/2006/stage-5,stage-5,vuelta-a-espana,2006-08-30,80,178000,4451,5,1026,2006
vuelta-a-espana/2006/stage-6,stage-6,vuelta-a-espana,2006-08-31,80,177000,732,1,1026,2006
vuelta-a-espana/2006/stage-7,stage-7,vuelta-a-espana,2006-09-01,80,154000,2583,5,1026,2006
vuelta-a-espana/2006/stage-8,stage-8,vuelta-a-espana,2006-09-02,80,181600,2290,3,1026,2006
vuelta-a-espana/2006/stage-9,stage-9,vuelta-a-espana,2006-09-03,80,207400,5856,5,1026,2006
vuelta-a-espana/2007/stage-1,stage-1,vuelta-a-espana,2007-09-01,80,146400,2160,2,995,2007
vuelta-a-espana/2007/stage-10,stage-10,vuelta-a-espana,2007-09-10,80,214000,4578,5,995,2007
vuelta-a-espana/2007/stage-11,stage-11,vuelta-a-espana,2007-09-12,80,191300,1755,1,995,2007
vuelta-a-espana/2007/stage-12,stage-12,vuelta-a-espana,2007-09-13,80,176000,1750,1,995,2007
vuelta-a-espana/2007/stage-13,stage-13,vuelta-a-espana,2007-09-14,80,176400,1240,1,995,2007
vuelta-a-espana/2007/stage-14,stage-14,vuelta-a-espana,2007-09-15,80,207000,3664,2,995,2007
vuelta-a-espana/2007/stage-15,stage-15,vuelta-a-espana,2007-09-16,80,201400,3301,4,995,2007
vuelta-a-espana/2007/stage-16,stage-16,vuelta-a-espana,2007-09-18,80,161500,2827,2,995,2007
